año,NCODI,partoVaginal,cesareas,rNacVivos,vivos_menor2500,exitusMaternal
2016,5.7200000000000000e+02,740,137,890,60,0
2016,1.8000000000000000e+02,0,0,0,0,0
2016,5.4900000000000000e+02,85,36,121,7,0
2016,5.8200000000000000e+02,194,62,258,15,0
2016,7.4300000000000000e+02,1347,343,1724,160,1
2016,7.9500000000000000e+02,0,0,0,0,0
2016,2.6900000000000000e+02,0,0,0,0,0
2016,6.3400000000000000e+02,0,0,0,0,0
2016,1.0000000000000000e+00,30,17,47,0,0
2016,7.1700000000000000e+02,253,112,369,24,0
2016,3.7300000000000000e+02,0,0,0,0,0
2016,5.3500000000000000e+02,282,69,353,21,0
2016,8.2400000000000000e+02,1763,403,2218,235,0
2016,8.8800000000000000e+02,155,39,194,7,0
2016,9.0200000000000000e+02,0,0,0,0,0
2016,9.6800000000000000e+02,0,0,0,0,0
2016,3.4600000000000000e+02,0,0,0,0,0
2016,2.7000000000000000e+01,0,0,0,0,0
2016,1.6500000000000000e+02,0,0,0,0,0
2016,9.5600000000000000e+02,723,239,975,64,0
2016,4.1300000000000000e+02,0,0,0,0,0
2016,1.4900000000000000e+02,0,0,0,0,0
2016,6.1200000000000000e+02,861,704,1614,73,1
2016,5.5900000000000000e+02,0,0,0,0,0
2016,7.0000000000000000e+00,0,0,0,0,0
2016,2.8300000000000000e+02,0,0,0,0,0
2016,3.7000000000000000e+01,0,0,0,0,0
2016,1.5300000000000000e+02,0,0,0,0,0
2016,5.4700000000000000e+02,951,297,1274,107,0
2016,3.9700000000000000e+02,0,0,0,0,0
2016,5.5600000000000000e+02,788,223,1024,8,0
2016,4.2000000000000000e+01,0,0,0,0,0
2016,3.1000000000000000e+01,0,0,0,0,0
2016,7.4000000000000000e+02,3975,550,4630,500,0
2016,2.1700000000000000e+02,0,0,0,0,0
2016,8.6300000000000000e+02,15,6,21,0,0
2016,8.8900000000000000e+02,0,0,0,0,0
2016,9.8400000000000000e+02,0,0,0,0,0
2016,1.1060000000000000e+03,0,0,0,0,0
2016,3.4000000000000000e+01,0,0,0,0,0
2016,7.9100000000000000e+02,101,80,101,4,0
2016,1.8100000000000000e+02,0,0,0,0,0
2016,4.3000000000000000e+02,0,0,0,0,0
2016,7.1500000000000000e+02,134,46,181,6,0
2016,5.2100000000000000e+02,0,0,0,0,0
2016,5.2400000000000000e+02,71,59,131,0,0
2016,4.3200000000000000e+02,0,0,0,0,0
2016,1.9000000000000000e+01,103,68,137,0,0
2016,2.5000000000000000e+01,0,0,0,0,0
2016,2.6000000000000000e+01,0,0,0,0,0
2016,8.9000000000000000e+02,1141,320,1498,119,0
2016,9.0400000000000000e+02,409,114,526,16,0
2016,9.5700000000000000e+02,2930,802,3809,315,0
2016,9.3900000000000000e+02,1539,424,2004,172,0
2016,2.3600000000000000e+02,171,151,322,0,0
2016,7.3500000000000000e+02,2284,603,2934,316,0
2016,1.4600000000000000e+02,0,0,0,0,0
2016,3.6300000000000000e+02,0,0,0,0,0
2016,1.8700000000000000e+02,0,0,0,0,0
2016,2.6500000000000000e+02,0,0,0,0,0
2016,2.9500000000000000e+02,0,0,0,0,0
2016,4.9600000000000000e+02,669,108,782,24,0
2016,7.7000000000000000e+01,0,0,0,0,0
2016,3.9100000000000000e+02,0,0,0,0,0
2016,2.4000000000000000e+02,101,31,132,1,0
2016,4.4800000000000000e+02,75,17,92,1,0
2016,1.5100000000000000e+02,0,0,0,0,0
2016,4.2500000000000000e+02,33,22,55,0,0
2016,3.0000000000000000e+02,0,0,0,0,0
2016,3.3900000000000000e+02,246,85,333,4,0
2016,8.7400000000000000e+02,316,131,454,23,0
2016,9.0500000000000000e+02,2041,576,2669,246,0
2016,7.3600000000000000e+02,2482,719,3264,195,1
2016,4.5900000000000000e+02,0,0,0,0,0
2016,3.2000000000000000e+02,0,0,0,0,0
2016,4.5000000000000000e+01,0,0,0,0,0
2016,6.1800000000000000e+02,364,89,452,20,0
2016,4.6300000000000000e+02,0,0,0,0,0
2016,8.9100000000000000e+02,244,233,475,16,0
2016,9.5800000000000000e+02,681,247,943,79,0
2016,2.4400000000000000e+02,0,0,0,0,0
2016,2.8000000000000000e+01,0,0,0,0,0
2016,4.4400000000000000e+02,0,0,0,0,0
2016,4.7900000000000000e+02,0,0,0,0,0
2016,2.8500000000000000e+02,55,32,87,4,0
2016,2.5300000000000000e+02,1065,482,1641,159,0
2016,4.8100000000000000e+02,147,120,266,16,0
2016,5.4000000000000000e+02,336,133,442,27,0
2016,3.3200000000000000e+02,0,0,0,0,0
2016,4.1000000000000000e+01,0,0,0,0,0
2016,5.1000000000000000e+02,0,0,0,0,0
2016,3.0500000000000000e+02,0,0,0,0,0
2016,7.0800000000000000e+02,779,250,1029,46,0
2016,7.5500000000000000e+02,4600,1416,6128,562,0
2016,7.5000000000000000e+02,2271,678,3004,264,
2016,6.9600000000000000e+02,2161,611,2818,228,0
2016,4.2100000000000000e+02,0,0,0,0,0
2016,8.2700000000000000e+02,0,0,0,0,0
2016,9.3300000000000000e+02,0,0,0,0,0
2016,1.0300000000000000e+03,538,391,929,70,1
2016,1.0030000000000000e+03,0,0,0,0,0
2016,1.0500000000000000e+03,0,0,0,0,0
2016,1.0430000000000000e+03,1795,740,2585,57,0
2016,1.1280000000000000e+03,245,84,331,9,0
2016,9.3400000000000000e+02,482,94,583,45,0
2016,6.2900000000000000e+02,1088,284,1423,194,0
2016,2.1000000000000000e+01,0,0,0,0,0
2016,6.1500000000000000e+02,690,189,872,30,0
2016,6.2600000000000000e+02,147,159,310,8,0
2016,4.1700000000000000e+02,0,0,0,0,0
2016,5.9700000000000000e+02,93,50,143,2,0
2016,5.3900000000000000e+02,1233,274,1507,115,0
2016,3.4300000000000000e+02,57,113,170,4,0
2016,1.3500000000000000e+02,0,0,0,0,0
2016,1.5800000000000000e+02,0,0,0,0,0
2016,7.7500000000000000e+02,800,227,1043,60,0
2016,1.7700000000000000e+02,0,0,0,0,0
2016,5.7800000000000000e+02,64,39,103,2,0
2016,4.1600000000000000e+02,0,0,0,0,0
2016,5.6100000000000000e+02,301,99,403,19,0
2016,6.2000000000000000e+01,0,0,0,0,0
2016,8.2800000000000000e+02,0,0,0,0,0
2016,8.6000000000000000e+02,19,19,38,0,0
2016,9.3500000000000000e+02,0,0,0,0,0
2016,9.3600000000000000e+02,0,0,0,0,0
2016,9.8600000000000000e+02,0,0,0,0,0
2016,9.8700000000000000e+02,487,122,605,19,0
2016,1.0210000000000000e+03,0,0,0,0,0
2016,1.0850000000000000e+03,0,0,0,0,0
2016,6.5800000000000000e+02,441,111,553,13,0
2016,3.5300000000000000e+02,0,0,0,0,0
2016,3.2300000000000000e+02,0,0,0,0,0
2016,6.2000000000000000e+02,368,85,462,32,0
2016,3.8400000000000000e+02,0,0,0,0,0
2016,5.5400000000000000e+02,825,241,1079,73,0
2016,2.0900000000000000e+02,0,0,0,0,0
2016,7.0700000000000000e+02,2659,641,3374,264,0
2016,3.9500000000000000e+02,0,0,0,0,0
2016,9.6900000000000000e+02,0,0,0,0,0
2016,1.0520000000000000e+03,0,0,0,0,0
2016,7.3900000000000000e+02,3742,1335,5107,622,0
2016,6.1300000000000000e+02,814,294,1117,82,1
2016,5.9300000000000000e+02,0,0,0,0,0
2016,7.0400000000000000e+02,1047,299,1404,128,0
2016,4.9300000000000000e+02,0,0,0,0,0
2016,6.8600000000000000e+02,1039,368,1414,88,0
2016,2.5700000000000000e+02,1056,968,2073,137,0
2016,4.9400000000000000e+02,0,0,0,0,0
2016,6.8100000000000000e+02,0,0,0,0,0
2016,2.8600000000000000e+02,98,44,142,8,0
2016,2.5500000000000000e+02,261,105,371,26,0
2016,7.9000000000000000e+01,0,0,0,0,0
2016,8.1000000000000000e+01,0,0,0,0,0
2016,6.8800000000000000e+02,784,311,1110,73,0
2016,5.3100000000000000e+02,648,187,843,56,0
2016,5.1400000000000000e+02,100,73,174,10,0
2016,4.9900000000000000e+02,0,0,0,0,0
2016,5.3200000000000000e+02,488,154,650,36,0
2016,1.9000000000000000e+02,0,0,0,0,0
2016,5.9800000000000000e+02,236,60,304,21,0
2016,2.6000000000000000e+02,1914,1790,3696,306,0
2016,8.3800000000000000e+02,0,0,0,0,0
2016,8.3900000000000000e+02,0,0,0,0,0
2016,8.5100000000000000e+02,0,0,0,0,0
2016,8.5200000000000000e+02,1298,340,1657,96,0
2016,9.8800000000000000e+02,0,0,0,0,0
2016,1.0560000000000000e+03,1292,259,1569,77,0
2016,1.0440000000000000e+03,0,0,0,0,0
2016,1.1140000000000000e+03,0,0,0,0,0
2016,6.4400000000000000e+02,1544,475,2069,167,0
2016,7.5200000000000000e+02,928,306,1255,114,0
2016,2.3800000000000000e+02,0,0,0,0,0
2016,3.2500000000000000e+02,0,0,0,0,0
2016,6.2200000000000000e+02,163,130,295,20,0
2016,8.7900000000000000e+02,0,0,0,0,0
2016,9.0600000000000000e+02,285,282,567,25,0
2016,3.7000000000000000e+02,0,0,0,0,0
2016,4.1800000000000000e+02,0,0,0,0,0
2016,5.7400000000000000e+02,0,0,0,0,0
2016,3.9900000000000000e+02,0,0,0,0,0
2016,1.9500000000000000e+02,0,0,0,0,0
2016,7.8300000000000000e+02,2112,288,2447,192,0
2016,2.6300000000000000e+02,0,0,0,0,0
2016,1.9400000000000000e+02,0,0,0,0,0
2016,2.1400000000000000e+02,0,0,0,0,0
2016,7.8500000000000000e+02,4459,667,5277,496,1
2016,7.8000000000000000e+02,0,0,0,0,0
2016,7.8200000000000000e+02,0,0,0,0,0
2016,3.6900000000000000e+02,0,0,0,0,0
2016,7.1300000000000000e+02,0,0,0,0,0
2016,9.4100000000000000e+02,0,0,0,0,0
2016,1.0910000000000000e+03,0,0,0,0,0
2016,1.0450000000000000e+03,289,94,388,19,0
2016,1.0860000000000000e+03,1047,323,1272,0,0
2016,9.3700000000000000e+02,652,209,861,0,0
2016,1.0040000000000000e+03,0,4,4,0,0
2016,7.3700000000000000e+02,1632,458,2137,169,1
2016,7.6500000000000000e+02,3326,583,4041,423,0
2016,3.2900000000000000e+02,0,0,0,0,0
2016,8.7000000000000000e+01,0,0,0,0,0
2016,5.2700000000000000e+02,0,0,0,0,0
2016,5.6200000000000000e+02,0,0,0,0,0
2016,2.5100000000000000e+02,62,49,111,4,0
2016,1.2900000000000000e+02,0,0,0,0,0
2016,1.5400000000000000e+02,0,0,0,0,0
2016,5.1600000000000000e+02,474,383,836,0,0
2016,1.8400000000000000e+02,0,0,0,0,0
2016,6.5200000000000000e+02,0,0,0,0,0
2016,6.3700000000000000e+02,208,44,256,11,0
2016,8.8000000000000000e+01,0,0,0,0,0
2016,9.0700000000000000e+02,0,0,0,0,0
2016,9.7000000000000000e+02,0,0,0,0,0
2016,1.0190000000000000e+03,0,0,0,0,0
2016,1.0160000000000000e+03,614,331,954,45,0
2016,1.0470000000000000e+03,1185,294,1489,45,0
2016,6.3500000000000000e+02,2119,882,3026,144,1
